id;relid;year;active_year;code_status;type_of_violence;conflict_dset_id;conflict_new_id;conflict_name;dyad_dset_id;dyad_new_id;dyad_name;side_a_dset_id;side_a_new_id;side_a;side_b_dset_id;side_b_new_id;side_b;number_of_sources;source_article;source_office;source_date;source_headline;source_original;where_prec;where_coordinates;where_description;adm_1;adm_2;latitude;longitude;geom_wkt;priogrid_gid;country;country_id;region;event_clarity;date_prec;date_start;date_end;deaths_a;deaths_b;deaths_civilians;deaths_unknown;best;high;low;gwnoa;gwnob
521041;DRC-2024-3-934-12;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Actualite.cd,2024-04-03,Kwilu-Ngongo sous tension : appels à la vigilance face aux affrontements meurtriers entre policiers et habitants""";Actualite.cd;03/04/2024;Kwilu-Ngongo sous tension : appels à la vigilance face aux affrontements meurtriers entre policiers et habitants;;1;Kwilu-Ngongo town;near Makubokele Bridge;Kongo Central province;Mbanza-Ngungu territory;-5.509880;14.702750;POINT (14.70275 -5.50988);121350;DR Congo (Zaire);490;Africa;1;1;2024-03-28 00:00:00.000;2024-03-28 00:00:00.000;0;0;1;0;1;1;1;490;
520289;DRC-2024-3-934-10;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Radio Okapi,2024-04-07,Mambasa: un policier tue un chauffeur à la suite d’une dispute""";Radio Okapi;07/04/2024;Mambasa: un policier tue un chauffeur à la suite d’une dispute;;2;Mambasa town;FONER checkpoint, located 3 kilometers from the center of Mambasa.;Ituri province;Mambasa territory;1.362199;29.035957;POINT (29.035957 1.362199);131459;DR Congo (Zaire);490;Africa;1;1;2024-04-06 00:00:00.000;2024-04-06 00:00:00.000;0;0;1;0;1;1;1;490;
564250;DRC-2024-3-934-44;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Kivu Morning Post,2024-04-19,Goma: A Black Thursday in Different Neighborhoods""";Kivu Morning Post;19/04/2024;Goma: A Black Thursday in Different Neighborhoods;Mugunga civil society;1;Mugunga camp;;Nord Kivu province;Nyiragongo territory;-1.600000;29.150000;POINT (29.15 -1.6);127139;DR Congo (Zaire);490;Africa;1;1;2024-04-18 00:00:00.000;2024-04-18 00:00:00.000;0;0;1;0;1;1;1;490;
530551;DRC-2024-3-934-20;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Radio Okapi,2024-06-05,Ituri : deux déplacés morts après l’incursion des FARDC au site de Tsere""";Radio Okapi;05/06/2024;Ituri : deux déplacés morts après l’incursion des FARDC au site de Tsere;sources on site, spokesman for the FARDC in Ituri (radio okapi);2;Rwampara village;Tsere IDP site, located about ten kilometers from Bunia in Ituri;Ituri province;Irumu territory;1.543510;30.175390;POINT (30.17539 1.54351);132181;DR Congo (Zaire);490;Africa;1;1;2024-06-04 00:00:00.000;2024-06-04 00:00:00.000;0;0;2;0;2;2;2;490;
532375;DRC-2024-3-934-22;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""SOS Médias Burundi,2024-07-06,North Kivu: 25 Congolese soldiers sentenced to death""";SOS Médias Burundi;06/07/2024;North Kivu: 25 Congolese soldiers sentenced to death;The military court North Kivu garrison, president of the civil society of Lubero-Centre;3;Lubero territory;Lubero territory;Nord Kivu province;Lubero territory;-0.166667;29.233333;POINT (29.233333 -0.166667);129299;DR Congo (Zaire);490;Africa;1;1;2024-06-10 00:00:00.000;2024-06-10 00:00:00.000;0;0;1;0;1;1;1;490;
544758;DRC-2024-3-934-33;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Actualite.cd,2024-10-03,RDC : Les ADF, le M23 et la CODECO parmi les groupes armés les plus meurtriers, selon un rapport de l’ONU""";Actualite.cd;03/10/2024;RDC : Les ADF, le M23 et la CODECO parmi les groupes armés les plus meurtriers, selon un rapport de l’ONU;MONUSCO;6;DR Congo (Zaire);;;;0.000000;25.000000;POINT (15 -1);128551;DR Congo (Zaire);490;Africa;2;5;2024-06-20 00:00:00.000;2024-09-19 00:00:00.000;0;0;300;0;300;295;0;490;
537199;DRC-2024-3-934-29;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Radiomoto.net,2024-07-06,Lubero : un mort dans une incompréhension entre militaire et civil à Lusama-Vutsorovya""";Radiomoto.net;06/07/2024;Lubero : un mort dans une incompréhension entre militaire et civil à Lusama-Vutsorovya;civil society based in Alimbongo;2;Hutwe village;Lusama Vutsorovya village Hutwe groupement;Nord Kivu province;Lubero territory;-0.423270;29.235600;POINT (29.2356 -0.42327);129299;DR Congo (Zaire);490;Africa;1;1;2024-07-05 00:00:00.000;2024-07-05 00:00:00.000;0;0;1;0;1;1;1;490;
565244;DRC-2024-3-934-47;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""La Prunelle RDC,2024-07-16,Bukavu : un policier tue un jeune homme sur avenue Michombero (Nkafu)""";La Prunelle RDC;16/07/2024;Bukavu : un policier tue un jeune homme sur avenue Michombero (Nkafu);Christian Baguma, President of the Civil Society of Nkafu.;1;Bukavu town;Michombero Avenue in the Nkafu district in the commune of Kadutu;Sud Kivu province;Bukavu territory;-2.508333;28.860833;POINT (28.860833 -2.508333);125698;DR Congo (Zaire);490;Africa;1;1;2024-07-16 00:00:00.000;2024-07-16 00:00:00.000;0;0;1;0;1;1;1;490;
535083;DRC-2024-3-934-28;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Radio Okapi,2024-07-22,Goma : vive tension sur le site des déplacés de Rusayo à la suite d'un meurtre""";Radio Okapi;22/07/2024;Goma : vive tension sur le site des déplacés de Rusayo à la suite d'un meurtre;Witnesses, the president of the Rusayo displaced persons site;1;Rusayo camp, Goma town;at the Rusayo displaced persons site on the outskirts of the city of Goma;Nord Kivu province;Nyiragongo territory;-1.599412;29.168885;POINT (29.168885 -1.599412);127139;DR Congo (Zaire);490;Africa;1;2;2024-07-20 00:00:00.000;2024-07-21 00:00:00.000;0;0;1;0;1;1;1;490;
534692;DRC-2024-3-934-25;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Actualite.cd,2024-07-26,Lubero: Murder of a health worker by armed men on duty""";Actualite.cd;26/07/2024;Lubero: Murder of a health worker by armed men on duty;head of the Alimbongo health zone, local sources, witnesses;2;Kasigiri village;in Kasingiri, a village located in the locality of Alimbongo (Lubero territory);Nord Kivu province;Lubero territory;-0.422300;29.128000;POINT (29.128 -0.4223);129299;DR Congo (Zaire);490;Africa;1;1;2024-07-25 00:00:00.000;2024-07-25 00:00:00.000;0;0;0;0;0;1;0;490;
565279;DRC-2024-3-934-50;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Mediacongo.net,2024-09-10,Meurtre d'un militant de l'Ecidé à Kinshasa : le policier auteur et son chef direct aux arrêts""";Mediacongo.net;10/09/2024;Meurtre d'un militant de l'Ecidé à Kinshasa : le policier auteur et son chef direct aux arrêts;Secretary General of Ecidé, Devos Kitoko.;1;Kinshasa city;;Kinshasa province;;-4.329722;15.315000;POINT (15.315 -4.329722);123511;DR Congo (Zaire);490;Africa;1;2;2024-09-09 00:00:00.000;2024-09-10 00:00:00.000;0;0;1;0;1;1;1;490;
567319;DRC-2024-3-934-53;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Kivu Morning Post,2024-09-21,Kalehe: Four dead and eight injured by bullets in Numbi, civil society calls for urgent action from the government""";Kivu Morning Post;21/09/2024;Kalehe: Four dead and eight injured by bullets in Numbi, civil society calls for urgent action from the government;;1;Numbi village;Numbi, in the Buzi group, Buhavu chiefdom, Kalehe territory;Sud Kivu province;Kalehe territory;-1.787778;28.893611;POINT (28.893611 -1.787778);127138;DR Congo (Zaire);490;Africa;1;1;2024-09-19 00:00:00.000;2024-09-19 00:00:00.000;0;0;4;0;4;4;4;490;
543185;DRC-2024-3-934-32;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Radio Okapi,2024-09-29,Ituri : vive tension à la suite du meurtre d’un jeune de 19 ans à Mungamba""";Radio Okapi;29/09/2024;Ituri : vive tension à la suite du meurtre d’un jeune de 19 ans à Mungamba;local sources;1;Mungamba village;Mungamba region, about twenty kilometers from Komanda center, on national road number 4 (Ituri).;Ituri province;Irumu territory;1.355640;29.564680;POINT (29.56468 1.35564);131460;DR Congo (Zaire);490;Africa;1;1;2024-09-28 00:00:00.000;2024-09-28 00:00:00.000;0;0;1;0;1;1;1;490;
565188;DRC-2024-3-934-46;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""La Prunelle RDC,2024-11-24,Goma : un militaire de la Garde Républicaine tire sur deux personnes""";La Prunelle RDC;24/11/2024;Goma : un militaire de la Garde Républicaine tire sur deux personnes;our sources on the ground;1;Goma town;city of Goma, in the Les Volcans district, in the commune of Goma in North Kivu.;Nord Kivu province;Nyiragongo territory;-1.693333;29.233889;POINT (29.233889 -1.693333);127139;DR Congo (Zaire);490;Africa;1;1;2024-11-23 00:00:00.000;2024-11-23 00:00:00.000;0;0;2;0;2;2;2;490;
559160;DRC-2024-3-934-36;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Radio Okapi,2024-12-18,Sud-Kivu : quatre morts dans un affrontement entre militaires et combattants Wazalendo""";Radio Okapi;18/12/2024;Sud-Kivu : quatre morts dans un affrontement entre militaires et combattants Wazalendo;;1;Chebumba village;;Sud Kivu province;Kalehe territory;-1.770000;28.940000;POINT (28.94 -1.77);127138;DR Congo (Zaire);490;Africa;1;1;2024-12-17 00:00:00.000;2024-12-17 00:00:00.000;0;0;1;0;1;1;1;490;
560458;DRC-2024-3-934-40;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Bunia Actualite,2024-12-27,Nord-Kivu : deux personnes fusillées par des bandits armés à Lubero""";Bunia Actualite;27/12/2024;Nord-Kivu : deux personnes fusillées par des bandits armés à Lubero;Bwanandenge, one of the notables of the region,;2;Ndoluma village;near Ndoluma, in the locality of Mutundu, in the Musindi group, Batangi chiefdom, along the RN2 in the territory of Lubero, province of North Kivu.;Nord Kivu province;Lubero territory;-0.304565;29.138719;POINT (29.138719 -0.304565);129299;DR Congo (Zaire);490;Africa;1;1;2024-12-26 00:00:00.000;2024-12-26 00:00:00.000;0;0;0;0;0;1;0;490;
560460;DRC-2024-3-934-39;2024;TRUE;Clear;3;89;467;Government of DR Congo (Zaire) - Civilians;89;934;Government of DR Congo (Zaire) - Civilians;89;89;Government of DR Congo (Zaire);9999;1;Civilians;1;"""Bunia Actualite,2024-12-27,Nord-Kivu : deux personnes fusillées par des bandits armés à Lubero""";Bunia Actualite;27/12/2024;Nord-Kivu : deux personnes fusillées par des bandits armés à Lubero;civil society and local forces;1;Musimba village;Musimba, in the locality of Ilambula;Nord Kivu province;Lubero territory;0.087220;29.262750;POINT (29.26275 0.08722);130019;DR Congo (Zaire);490;Africa;1;1;2024-12-26 00:00:00.000;2024-12-26 00:00:00.000;0;0;1;0;1;1;1;490;
542960;RWA-2024-3-939-0;2024;FALSE;Clear;3;94;472;Government of Rwanda - Civilians;94;939;Government of Rwanda - Civilians;94;94;Government of Rwanda;9999;1;Civilians;1;"""Africanews.com,2024-09-19,33 Congolese fishermen killed on Lake Kivu in a span of nine month""";Africanews.com;19/09/2024;33 Congolese fishermen killed on Lake Kivu in a span of nine month;Synergy of Lake Kivu Fishermen's Associations;7;Lake Kivu (DR Congo);Lake Kivu;Sud Kivu province;;-2.000000;29.000000;POINT (29 -2);127139;DR Congo (Zaire);490;Africa;2;5;2024-01-01 00:00:00.000;2024-09-19 00:00:00.000;0;0;0;0;0;33;0;517;
565631;AFG-2024-3-973-455;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Kivu Morning Post,2024-02-06,Mambasa: 11 civilians killed by the ADF in Manziya""";Kivu Morning Post;06/02/2024;Mambasa: 11 civilians killed by the ADF in Manziya;;3;Mambasa territory;;Ituri province;Mambasa territory;1.350000;29.050000;POINT (29.05 1.35);131459;DR Congo (Zaire);490;Africa;2;4;2024-01-01 00:00:00.000;2024-01-31 00:00:00.000;0;0;2;0;2;2;2;;
565176;AFG-2024-3-973-440;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Kivu Times,2024-09-04,Beni: 3 corps sans vie en état de putréfaction découverts à Irengeti""";Kivu Times;04/09/2024;Beni: 3 corps sans vie en état de putréfaction découverts à Irengeti;Sangayo Maliyawatu, second vice-president of the local Youth Council;1;Kokola I village;Kokola in the Bambuba Kisiki group precisely in Irengeti in the territory of Beni.;Nord Kivu province;Beni territory;0.779552;29.602556;POINT (29.602556 0.779552);130740;DR Congo (Zaire);490;Africa;1;5;2024-01-01 00:00:00.000;2024-09-04 00:00:00.000;0;0;3;0;3;3;3;;
563293;AFG-2024-3-973-433;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Radio Okapi,2025-02-02,Au moins 1300 morts et 103 disparus à la suite d’exactions des ADF en 2024 à Mambasa (ONG)""";Radio Okapi;02/02/2025;Au moins 1300 morts et 103 disparus à la suite d’exactions des ADF en 2024 à Mambasa (ONG);NGO Convention for the Respect of Human Rights;3;Mambasa territory;;Ituri province;Mambasa territory;1.350000;29.050000;POINT (29.05 1.35);131459;DR Congo (Zaire);490;Africa;2;5;2024-01-01 00:00:00.000;2024-12-31 00:00:00.000;0;0;932;0;932;920;932;;
562035;AFG-2024-3-973-425;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Kivu Morning Post,2024-01-31,Flash-Beni: A New Bloody Attack by the ADF in Bayeti Leaves a Dozen Dead""";Kivu Morning Post;31/01/2024;Flash-Beni: A New Bloody Attack by the ADF in Bayeti Leaves a Dozen Dead;;1;Molisho village;;Nord Kivu province;Beni territory;0.833250;29.440780;POINT (29.44078 0.83325);130739;DR Congo (Zaire);490;Africa;1;1;2024-01-04 00:00:00.000;2024-01-04 00:00:00.000;0;0;4;0;4;4;4;;
565546;AFG-2024-3-973-452;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Beto,2024-01-06,Insécurité dans l’Est : 3 civils périssent dans une attaque attribuée aux ADF entre Beni et Mambasa""";Beto;06/01/2024;Insécurité dans l’Est : 3 civils périssent dans une attaque attribuée aux ADF entre Beni et Mambasa;reports Radio Okapi.;2;Mangina town;Tohya;Nord Kivu province;Beni territory;0.604190;29.310040;POINT (29.31004 0.60419);130739;DR Congo (Zaire);490;Africa;1;1;2024-01-04 00:00:00.000;2024-01-04 00:00:00.000;0;0;3;0;3;3;3;;
565525;AFG-2024-3-973-451;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Beto,2024-01-10,Insécurité dans l’Est : les ADF tuent 9 civils au Nord-Kivu et en Ituri""";Beto;10/01/2024;Insécurité dans l’Est : les ADF tuent 9 civils au Nord-Kivu et en Ituri;Mafu Marcel, president of the civil society of the neighboring locality of Beu-Nyama;5;Walese Vonkotu chefferie;Mateseko, a rural village located on the border with the province of North Kivu, in the chiefdom of Walese-Vonkutu.;Ituri province;Irumu territory;1.200000;29.700000;POINT (29.7 1.2);131460;DR Congo (Zaire);490;Africa;1;1;2024-01-08 00:00:00.000;2024-01-08 00:00:00.000;0;0;4;0;4;4;4;;
565518;AFG-2024-3-973-450;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Beto,2024-01-10,Insécurité dans l’Est : les ADF tuent 9 civils au Nord-Kivu et en Ituri""";Beto;10/01/2024;Insécurité dans l’Est : les ADF tuent 9 civils au Nord-Kivu et en Ituri;;1;Samboko Centre;Samboko, west of Eringeti, in the Beni territory.;Ituri province;Irumu territory;0.850684;29.500944;POINT (29.500944 0.850684);130740;DR Congo (Zaire);490;Africa;1;1;2024-01-08 00:00:00.000;2024-01-08 00:00:00.000;0;0;3;0;3;3;3;;
565254;AFG-2024-3-973-444;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""La Prunelle RDC,2024-01-11,Ituri: un civil agriculteur tué par les présumés ADF dans les champs de la périphérie de Mufutabangi (Irumu)""";La Prunelle RDC;11/01/2024;Ituri: un civil agriculteur tué par les présumés ADF dans les champs de la périphérie de Mufutabangi (Irumu);;1;Lintumbe village;Lintumbé 1st on  the outskirts of the village of Mufutabangi in the chiefdom of Walese Vonkutu in the territory of Irumu (Ituri).;Ituri province;Irumu territory;0.932870;29.611300;POINT (29.6113 0.93287);130740;DR Congo (Zaire);490;Africa;1;1;2024-01-10 00:00:00.000;2024-01-10 00:00:00.000;0;0;1;0;1;1;1;;
536730;AFG-2024-3-973-217;2024;TRUE;Clear;3;234;506;IS - Civilians;234;973;IS - Civilians;234;234;IS;9999;1;Civilians;1;"""Actualite.cd,2024-01-15,RDC-Ituri: Neuf morts dans une nouvelle attaque des combattants ADF à Mambasa""";Actualite.cd;15/01/2024;RDC-Ituri: Neuf morts dans une nouvelle attaque des combattants ADF à Mambasa;Noëlle Anatone, head of civil society in Mambasa, to ACTUALITÉ.CD.;1;Biakato village;Biakato;Ituri province;Mambasa territory;0.850000;29.233333;POINT (29.233333 0.85);130739;DR Congo (Zaire);490;Africa;1;1;2024-01-14 00:00:00.000;2024-01-14 00:00:00.000;0;0;1;0;1;1;1;;
